degraded_image,degradation_type,reference_image,source_reference_path
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/792_img__blue.png,blue_cast,792_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/792_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/792_img__green.png,green_cast,792_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/792_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/792_img__lowlight.png,low_light,792_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/792_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/792_img__blur.png,blur,792_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/792_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/793_img__blue.png,blue_cast,793_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/793_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/793_img__green.png,green_cast,793_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/793_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/793_img__lowlight.png,low_light,793_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/793_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/793_img__blur.png,blur,793_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/793_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/794_img__blue.png,blue_cast,794_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/794_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/794_img__green.png,green_cast,794_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/794_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/794_img__lowlight.png,low_light,794_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/794_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/794_img__blur.png,blur,794_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/794_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/795_img__blue.png,blue_cast,795_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/795_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/795_img__green.png,green_cast,795_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/795_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/795_img__lowlight.png,low_light,795_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/795_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/795_img__blur.png,blur,795_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/795_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/796_img__blue.png,blue_cast,796_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/796_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/796_img__green.png,green_cast,796_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/796_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/796_img__lowlight.png,low_light,796_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/796_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/796_img__blur.png,blur,796_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/796_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/797_img__blue.png,blue_cast,797_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/797_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/797_img__green.png,green_cast,797_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/797_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/797_img__lowlight.png,low_light,797_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/797_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/797_img__blur.png,blur,797_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/797_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/798_img__blue.png,blue_cast,798_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/798_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/798_img__green.png,green_cast,798_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/798_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/798_img__lowlight.png,low_light,798_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/798_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/798_img__blur.png,blur,798_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/798_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/799_img__blue.png,blue_cast,799_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/799_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/799_img__green.png,green_cast,799_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/799_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/799_img__lowlight.png,low_light,799_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/799_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/799_img__blur.png,blur,799_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/799_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/79_img__blue.png,blue_cast,79_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/79_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/79_img__green.png,green_cast,79_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/79_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/79_img__lowlight.png,low_light,79_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/79_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/79_img__blur.png,blur,79_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/79_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/7_img__blue.png,blue_cast,7_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/7_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/7_img__green.png,green_cast,7_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/7_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/7_img__lowlight.png,low_light,7_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/7_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/7_img__blur.png,blur,7_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/7_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/800_img__blue.png,blue_cast,800_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/800_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/800_img__green.png,green_cast,800_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/800_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/800_img__lowlight.png,low_light,800_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/800_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/800_img__blur.png,blur,800_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/800_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/8010_blue.png,blue_cast,8010.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8010.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/8010_green.png,green_cast,8010.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8010.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/8010_lowlight.png,low_light,8010.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8010.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/8010_blur.png,blur,8010.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8010.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/802_img__blue.png,blue_cast,802_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/802_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/802_img__green.png,green_cast,802_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/802_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/802_img__lowlight.png,low_light,802_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/802_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/802_img__blur.png,blur,802_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/802_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/803_img__blue.png,blue_cast,803_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/803_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/803_img__green.png,green_cast,803_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/803_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/803_img__lowlight.png,low_light,803_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/803_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/803_img__blur.png,blur,803_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/803_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/8046_blue.png,blue_cast,8046.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8046.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/8046_green.png,green_cast,8046.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8046.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/8046_lowlight.png,low_light,8046.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8046.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/8046_blur.png,blur,8046.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8046.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/804_img__blue.png,blue_cast,804_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/804_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/804_img__green.png,green_cast,804_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/804_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/804_img__lowlight.png,low_light,804_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/804_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/804_img__blur.png,blur,804_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/804_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/8056_blue.png,blue_cast,8056.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8056.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/8056_green.png,green_cast,8056.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8056.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/8056_lowlight.png,low_light,8056.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8056.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/8056_blur.png,blur,8056.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8056.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/806_img__blue.png,blue_cast,806_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/806_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/806_img__green.png,green_cast,806_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/806_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/806_img__lowlight.png,low_light,806_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/806_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/806_img__blur.png,blur,806_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/806_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/807_img__blue.png,blue_cast,807_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/807_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/807_img__green.png,green_cast,807_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/807_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/807_img__lowlight.png,low_light,807_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/807_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/807_img__blur.png,blur,807_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/807_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/808_img__blue.png,blue_cast,808_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/808_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/808_img__green.png,green_cast,808_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/808_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/808_img__lowlight.png,low_light,808_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/808_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/808_img__blur.png,blur,808_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/808_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/809_img__blue.png,blue_cast,809_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/809_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/809_img__green.png,green_cast,809_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/809_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/809_img__lowlight.png,low_light,809_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/809_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/809_img__blur.png,blur,809_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/809_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/80_img__blue.png,blue_cast,80_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/80_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/80_img__green.png,green_cast,80_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/80_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/80_img__lowlight.png,low_light,80_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/80_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/80_img__blur.png,blur,80_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/80_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/810_img__blue.png,blue_cast,810_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/810_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/810_img__green.png,green_cast,810_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/810_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/810_img__lowlight.png,low_light,810_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/810_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/810_img__blur.png,blur,810_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/810_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/811_img__blue.png,blue_cast,811_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/811_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/811_img__green.png,green_cast,811_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/811_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/811_img__lowlight.png,low_light,811_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/811_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/811_img__blur.png,blur,811_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/811_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/812_img__blue.png,blue_cast,812_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/812_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/812_img__green.png,green_cast,812_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/812_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/812_img__lowlight.png,low_light,812_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/812_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/812_img__blur.png,blur,812_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/812_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/813_img__blue.png,blue_cast,813_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/813_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/813_img__green.png,green_cast,813_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/813_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/813_img__lowlight.png,low_light,813_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/813_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/813_img__blur.png,blur,813_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/813_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/814_img__blue.png,blue_cast,814_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/814_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/814_img__green.png,green_cast,814_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/814_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/814_img__lowlight.png,low_light,814_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/814_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/814_img__blur.png,blur,814_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/814_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/815_img__blue.png,blue_cast,815_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/815_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/815_img__green.png,green_cast,815_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/815_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/815_img__lowlight.png,low_light,815_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/815_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/815_img__blur.png,blur,815_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/815_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/816_img__blue.png,blue_cast,816_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/816_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/816_img__green.png,green_cast,816_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/816_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/816_img__lowlight.png,low_light,816_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/816_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/816_img__blur.png,blur,816_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/816_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/817_img__blue.png,blue_cast,817_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/817_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/817_img__green.png,green_cast,817_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/817_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/817_img__lowlight.png,low_light,817_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/817_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/817_img__blur.png,blur,817_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/817_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/818_img__blue.png,blue_cast,818_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/818_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/818_img__green.png,green_cast,818_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/818_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/818_img__lowlight.png,low_light,818_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/818_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/818_img__blur.png,blur,818_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/818_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/819_img__blue.png,blue_cast,819_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/819_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/819_img__green.png,green_cast,819_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/819_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/819_img__lowlight.png,low_light,819_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/819_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/819_img__blur.png,blur,819_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/819_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/820_img__blue.png,blue_cast,820_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/820_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/820_img__green.png,green_cast,820_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/820_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/820_img__lowlight.png,low_light,820_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/820_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/820_img__blur.png,blur,820_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/820_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/821_img__blue.png,blue_cast,821_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/821_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/821_img__green.png,green_cast,821_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/821_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/821_img__lowlight.png,low_light,821_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/821_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/821_img__blur.png,blur,821_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/821_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/822_img__blue.png,blue_cast,822_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/822_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/822_img__green.png,green_cast,822_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/822_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/822_img__lowlight.png,low_light,822_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/822_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/822_img__blur.png,blur,822_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/822_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/823_img__blue.png,blue_cast,823_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/823_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/823_img__green.png,green_cast,823_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/823_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/823_img__lowlight.png,low_light,823_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/823_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/823_img__blur.png,blur,823_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/823_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/8262_blue.png,blue_cast,8262.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8262.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/8262_green.png,green_cast,8262.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8262.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/8262_lowlight.png,low_light,8262.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8262.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/8262_blur.png,blur,8262.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8262.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/827_img__blue.png,blue_cast,827_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/827_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/827_img__green.png,green_cast,827_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/827_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/827_img__lowlight.png,low_light,827_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/827_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/827_img__blur.png,blur,827_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/827_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/8288_blue.png,blue_cast,8288.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8288.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/8288_green.png,green_cast,8288.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/8288.png
